"";"SampleID";"Observed";"Chao1";"se.chao1";"ACE";"se.ACE";"Shannon";"Simpson";"InvSimpson";"Fisher";"PD";"SR";"Date";"Individual_ID";"Source";"Species";"Sex";"DevStage";"Phase";"LakeOrigin";"Cage_ID";"is.neg";"Lake_transfer";"LakeOrigin2";"Lake_transfer2";"Raref";"Status";"Total_lenght";"Final_lake";"Transfer"
"83";"472";120;121,75;1,91994663360186;124,23832151161;5,48809771338229;2,30257066443512;0,69510263;3,27979214776434;16,9655685865027;18,097134121;120;"D15";"R2";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"SP";"R2";FALSE;"LL";"SP";"LL";"High";"TR";37;"LL";"TR"
"84";"475";76;76;0,0551888482110435;76,3401776833729;4,1570897562749;2,27581444682302;0,724531965;3,63018525906282;9,99787642527983;10,703266646;76;"D15";"R6";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"R6";FALSE;"LL";"BL";"LL";"High";"TR";43;"LL";"TR"
"85";"477";137;142,571428571429;4,2412927204648;143,838863867584;5,8512042790084;2,89214496614643;0,875896435;8,05778625295736;19,8013277644008;18,331017689;137;"D15";"R9";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"R9";FALSE;"LL";"BL";"LL";"High";"TR";41;"LL";"TR"
"86";"480";204;206,6;2,2068342679549;209,316888255329;6,75136969095329;3,07399396821166;0,913247065;11,5269875307389;31,6219451086918;32,504625158;204;"D15";"R13";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"R13";FALSE;"CTRL";"CTRL";"LL";"High";"CTRL";50;"LL";"NOT TR"
"87";"481";98;99,9090909090909;2,15687145660971;101,448837119996;4,99881220618877;2,3574859097598;0,75585505;4,09592743982622;13,4096222717147;14,53309774;98;"D15";"R15";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"R15";FALSE;"LL";"BL";"LL";"High";"TR";42;"LL";"TR"
"88";"482";169;169;0;169;6,40358627331305;3,14494304771568;0,89942264;9,94259543101947;25,326280173556;24,94828521;169;"D15";"R16";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"R16";FALSE;"CTRL";"CTRL";"LL";"High";"CTRL";41;"LL";"NOT TR"
"89";"484";576;578,857142857143;2,28602307427307;580,999803667147;11,7541014178697;5,4265822215866;0,99042235;104,409745605655;110,7281142013;64,110842679;576;"D15";"R19";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"R19";FALSE;"CTRL";"CTRL";"LL";"High";"CTRL";58;"LL";"NOT TR"
"90";"463";217;217;0;217;6,40780054574902;4,19366944672662;0,956553409448847;23,0167658109471;36,4628582545725;24,660342386;217;"D15";"S15";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"S15";FALSE;"SP";"LL";"SP";"Low";"TR";47;"SP";"TR"
"91";"476";251;251;0;251;7,61629622109658;4,7222344306041;0,980110803645815;50,278552345308;48,4640356755543;33,899917259;251;"D15";"R7";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"R7";FALSE;"CTRL";"CTRL";"LL";"Low";"CTRL";50;"LL";"NOT TR"
"92";"358";176;176;0;176;4,63129178916246;4,61596767252766;0,982010575017585;55,5882136854012;30,8250746285318;16,805210519;176;"D0";"R21";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"R21";FALSE;"INI";"BL";"INI";"Low";"INI";41;"BL";"NOT TR"
"93";"435";236;236;0;236;6,45322150531114;4,25898359744285;0,960907628056621;25,5804380826106;38,3836091652247;29,747562748;236;"D15";"B1";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"B1";FALSE;"CTRL";"CTRL";"BL";"Low";"CTRL";49;"BL";"NOT TR"
"94";"437";180;180;0;180;5,57773351022717;3,9916056297775;0,951720453176242;20,7127047743518;28,9126130178183;20,177580262;180;"D15";"B3";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"SP";"B3";FALSE;"BL";"SP";"BL";"Low";"TR";40;"BL";"TR"
"95";"439";236;236;0;236;6,49478278234388;4,775558587199;0,983802098943005;61,7363938995123;42,6779745733118;30,29321536;236;"D15";"B5";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"B5";FALSE;"BL";"LL";"BL";"Low";"TR";47;"BL";"TR"
"96";"442";256;256;0;256;6,92820323027551;4,62451070584686;0,979828670473317;49,5753142437738;45,0393640203615;27,143331004;256;"D15";"B8";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"B8";FALSE;"BL";"LL";"BL";"Low";"TR";58;"BL";"TR"
"97";"448";285;285;0;285;6,70794239898273;5,05143493256551;0,988966401079098;90,6322594439817;51,3165585600756;30,636279365;285;"D15";"B14";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"B14";FALSE;"BL";"LL";"BL";"Low";"TR";55;"BL";"TR"
"98";"449";299;299;0;299;6,40077336464523;4,89826982036256;0,984575035025284;64,8299689262932;51,7639972793523;32,651887375;299;"D15";"B16";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"B16";FALSE;"CTRL";"CTRL";"BL";"Low";"CTRL";36;"BL";"NOT TR"
"99";"452";184;184;0;184;5,59502884944188;4,37247045539006;0,973304296844874;37,4592118510274;32,1201404914315;23,896511586;184;"D15";"B19";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"BL";"B19";FALSE;"CTRL";"CTRL";"BL";"Low";"CTRL";37;"BL";"NOT TR"
"100";"453";139;139;0;139;5,16490648442019;4,36899193544443;0,977107148300564;43,6817576564581;26,6770943453912;17,062743948;139;"D15";"B20";"host-associated";"Yellow-spotted";"Unknown";"Larva";"Aquatic";"LL";"B20";FALSE;"BL";"LL";"BL";"Low";"TR";47;"BL";"TR"
